GeneSymbol,Category
NCAPH2,protein_coding
NCBP1,protein_coding
NCBP2,protein_coding
NCBP2L,protein_coding
NCCRP1,protein_coding
NCDN,protein_coding
NCF1,protein_coding
NCF1B,transcribed_unprocessed_pseudogene
NCF1C,unprocessed_pseudogene
NCF2,protein_coding
NCF4,protein_coding
NCK1,protein_coding
NCK2,protein_coding
NCKAP1,protein_coding
NCKAP1L,protein_coding
NCKAP5,protein_coding
NCKIPSD,protein_coding
NCL,protein_coding
NCLN,protein_coding
NCLP1,processed_pseudogene
NCLP2,processed_pseudogene
NCOA1,protein_coding
NCOA2,protein_coding
NCOA3,protein_coding
NCOA4,NA
NCOA5,protein_coding
NCOA6,protein_coding
NCOA7,protein_coding
NCOR1,protein_coding
NCOR2,protein_coding
NCR1,protein_coding
NCR2,protein_coding
NCR3,protein_coding
NCRNA00028,lincRNA
NCRNA00029,lincRNA
NCRNA00032,NA
NCRNA00051,antisense
NCRNA00052,NA
NCRNA00081,protein_coding
NCRNA00083,protein_coding
NCRNA00085,protein_coding
NCRNA00086,protein_coding
NCRNA00087,protein_coding
NCRNA00092,lincRNA
NCRNA00093,antisense
NCRNA00094,protein_coding
NCRNA00102,lincRNA
NCRNA00103,transcribed_unprocessed_pseudogene
NCRNA00105,antisense
NCRNA00106,lincRNA
NCRNA00107,antisense
NCRNA00108,unprocessed_pseudogene
NCRNA00110,antisense
NCRNA00111,lincRNA
NCRNA00112,antisense
NCRNA00113,lincRNA
NCRNA00114,lincRNA
NCRNA00115,lincRNA
NCRNA00116,protein_coding
NCRNA00117,transcribed_unitary_pseudogene
NCRNA00118,antisense
NCRNA00119,antisense
NCRNA00152,lincRNA
NCRNA00154,antisense
NCRNA00157,lincRNA
NCRNA00158,lincRNA
NCRNA00159,lincRNA
NCRNA00160,lincRNA
NCRNA00161,lincRNA
NCRNA00162,NA
NCRNA00163,lincRNA
NCRNA00164,protein_coding
NCRNA00167,lincRNA
NCRNA00168,antisense
NCRNA00169,transcribed_unitary_pseudogene
NCRNA00171,processed_transcript;transcribed_unitary_pseudogene;antisense
NCRNA00173,processed_transcript
NCRNA00174,processed_transcript
NCRNA00175,antisense
NCRNA00176,protein_coding
NCRNA00182,lincRNA
NCRNA00183,lincRNA
NCRNA00184,lincRNA
NCRNA00185,lincRNA
NCRNA00186,antisense
NCRNA00188,processed_transcript
NCRNA00189,sense_overlapping
NCRNA00200,lincRNA
NCRNA00201,NA
NCRNA00202,NA
NCRNA00205,bidirectional_promoter_lncRNA
NCRNA00210,lincRNA
NCRNA00211,lincRNA
NCRNA00213,antisense
NCRNA00219,lincRNA
NCRNA00222,lincRNA
NCRNA00223,antisense
NCRNA00226,NA
NCRNA00227,sense_intronic
NCRNA00228,antisense
NCRNA00229,lincRNA
NCRNA00230B,lincRNA
NCRNA00237,lincRNA
NCRNA00240,lincRNA
NCRNA00246B,NA
NCRNA00255,antisense
NCRNA00258,NA
NCRNA00265,lincRNA
NCRNA00265B,processed_pseudogene
NCRNA00265C,processed_pseudogene
NCRNA00266B,NA
NCRNA00266D,lincRNA
NCRNA00270,unprocessed_pseudogene
NCRNA00271,NA
NCRNA00273,NA
NCRNA00276,lincRNA
NCRNA00278,lincRNA
NCRNA00279,lincRNA
NCRNA00280,lincRNA
NCRNA00281,lincRNA
NCRNA00282,NA
NCRNA00283,antisense
NCRNA00284,lincRNA
NCRNA00285,lincRNA
NCRNA00286A,lincRNA
NCRNA00286B,antisense
NCRNA00288,antisense
NCS1,protein_coding
NCSTN,protein_coding
NCUBE1,protein_coding
NDC80,protein_coding
NDE1,protein_coding
NDEL1,protein_coding
NDFIP1,protein_coding
NDFIP2,protein_coding
NDN,protein_coding
NDNL2,protein_coding
NDOR1,protein_coding
NDP,protein_coding
NDRG1,protein_coding
NDRG2,protein_coding
NDRG3,protein_coding
NDRG4,protein_coding
NDST1,protein_coding
NDST2,protein_coding
NDST3,protein_coding
NDST4,protein_coding
NDUFA1,protein_coding
NDUFA10,protein_coding
NDUFA11,protein_coding
NDUFA12,protein_coding
NDUFA13,protein_coding
NDUFA2,protein_coding
NDUFA3,protein_coding
NDUFA4,protein_coding
NDUFA4L2,protein_coding
NDUFA4P2,processed_pseudogene
NDUFA5,protein_coding
NDUFA6,protein_coding
NDUFA7,protein_coding
NDUFA8,protein_coding
NDUFA9,protein_coding
NDUFAB1,protein_coding
NDUFAF1,protein_coding
NDUFAF2,protein_coding
NDUFAF3,protein_coding
NDUFAF4,protein_coding
NDUFB1,protein_coding
NDUFB10,protein_coding
NDUFB11,protein_coding
NDUFB11P1,processed_pseudogene
NDUFB1P1,processed_pseudogene
NDUFB1P2,processed_pseudogene
NDUFB2,protein_coding
NDUFB3,protein_coding
NDUFB4,protein_coding
NDUFB5,protein_coding
NDUFB6,protein_coding
NDUFB7,protein_coding
NDUFB8,protein_coding
NDUFB9,protein_coding
NDUFC1,protein_coding
NDUFC2,protein_coding
NDUFS1,protein_coding
NDUFS2,protein_coding
NDUFS3,protein_coding
NDUFS4,protein_coding
NDUFS5,protein_coding
NDUFS6,protein_coding
NDUFS7,protein_coding
NDUFS8,protein_coding
NDUFV1,protein_coding
NDUFV2,protein_coding
NDUFV3,protein_coding
NEB,protein_coding
NEBL,protein_coding
NECAB1,protein_coding
NECAB2,protein_coding
NECAB3,protein_coding
NECAP1,protein_coding
NECAP2,protein_coding
NEDD1,protein_coding
NEDD4,protein_coding
NEDD4L,protein_coding
NEDD8,protein_coding
NEDD9,protein_coding
NEFH,protein_coding
NEFHL,processed_pseudogene
NEFL,NA
NEFLP1,processed_pseudogene
NEFM,protein_coding
NEGR1,protein_coding
NEIL1,protein_coding
NEIL2,protein_coding
NEIL3,protein_coding
NEK1,protein_coding
NEK10,protein_coding
NEK11,protein_coding
NEK2,protein_coding
NEK2P2,processed_pseudogene
NEK2P4,processed_pseudogene
NEK3,protein_coding
NEK4,protein_coding
NEK5,protein_coding
NEK6,protein_coding
NEK7,protein_coding
NEK8,protein_coding
NEK9,protein_coding
NELF,protein_coding
NELL1,protein_coding
NELL2,protein_coding
NENF,protein_coding
NEO1,protein_coding
NES,protein_coding
NET1,protein_coding
NETO1,protein_coding
NETO2,protein_coding
NEU1,protein_coding
NEU2,protein_coding
NEU3,protein_coding
NEU4,protein_coding
NEURL,protein_coding
NEURL1B,protein_coding
NEURL2,protein_coding
NEURL3,protein_coding
NEURL4,protein_coding
NEUROD1,protein_coding
NEUROD2,protein_coding
NEUROD4,protein_coding
NEUROD6,protein_coding
NEUROG1,protein_coding
NEUROG2,protein_coding
NEUROG3,protein_coding
NEXN,protein_coding
NF1,protein_coding
NF1L1,unprocessed_pseudogene
NF1L2,unprocessed_pseudogene
NF1L4,NA
NF1L5,NA
NF1L6,unprocessed_pseudogene
NF2,protein_coding
NFAM1,protein_coding
NFASC,protein_coding
NFAT5,protein_coding
NFATC1,protein_coding
NFATC2,protein_coding
NFATC2IP,protein_coding
NFATC3,protein_coding
NFATC4,protein_coding
NFE2,protein_coding
NFE2L1,protein_coding
NFE2L2,protein_coding
NFE2L3,protein_coding
NFIA,protein_coding
NFIB,protein_coding
NFIC,protein_coding
NFIL3,protein_coding
NFIX,protein_coding
NFKB1,protein_coding
NFKB2,protein_coding
NFKBIA,protein_coding
NFKBIB,protein_coding
NFKBID,protein_coding
NFKBIE,protein_coding
NFKBIL1,protein_coding
NFKBIL2,protein_coding
NFKBIZ,protein_coding
NFRKB,protein_coding
NFS1,protein_coding
NFU1,protein_coding
NFX1,protein_coding
NFXL1,protein_coding
NFYA,protein_coding
NFYAP1,processed_pseudogene
NFYB,protein_coding
NFYC,protein_coding
NGB,protein_coding
NGDN,protein_coding
NGEF,protein_coding
NGF,protein_coding
NGFR,protein_coding
NGFRAP1,protein_coding
NGLY1,protein_coding
NGRN,protein_coding
NHEDC1,protein_coding
NHEDC1P1,unprocessed_pseudogene
NHEDC2,protein_coding
NHEJ1,protein_coding
NHLH1,protein_coding
NHLH2,protein_coding
NHLRC1,protein_coding
NHLRC2,protein_coding
NHLRC3,protein_coding
NHP2,protein_coding
NHP2L1,protein_coding
NHP2P2,processed_pseudogene
NHS,protein_coding
NHSL1,protein_coding
NHSL2,protein_coding
NICN1,protein_coding
NID1,protein_coding
NID2,protein_coding
NIF3L1,protein_coding
NIN,protein_coding
NINJ1,protein_coding
NINJ2,protein_coding
NINL,protein_coding
NIP7,protein_coding
NIPA1,protein_coding
NIPA2,protein_coding
NIPAL1,protein_coding
NIPAL2,protein_coding
NIPAL3,protein_coding
NIPAL4,protein_coding
NIPBL,protein_coding
NIPSNAP1,protein_coding
NIPSNAP3A,protein_coding
NIPSNAP3B,protein_coding
NISCH,protein_coding
NIT1,protein_coding
NIT2,protein_coding
NKAIN1,protein_coding
NKAIN2,protein_coding
NKAIN3,protein_coding
NKAIN4,protein_coding
NKAP,protein_coding
NKAPL,protein_coding
NKD1,protein_coding
NKD2,protein_coding
NKG7,protein_coding
NKIRAS1,protein_coding
NKIRAS2,protein_coding
NKPD1,protein_coding
NKRF,protein_coding
NKTR,protein_coding
NKX1-1,protein_coding
NKX1-2,protein_coding
NKX2-1,protein_coding
NKX2-2,protein_coding
NKX2-3,protein_coding
NKX2-4,protein_coding
NKX2-5,protein_coding
NKX2-6,protein_coding
NKX2-8,protein_coding
NKX3-1,protein_coding
NKX3-2,protein_coding
NKX6-1,protein_coding
NKX6-2,protein_coding
NKX6-3,protein_coding
NLE1,protein_coding
NLGN1,protein_coding
NLGN2,protein_coding
NLGN3,protein_coding
NLGN4X,protein_coding
NLGN4Y,protein_coding
NLGN4YAS,antisense
NLK,protein_coding
NLN,protein_coding
NLRC3,protein_coding
NLRC4,protein_coding
NLRC5,protein_coding
NLRP1,NA
NLRP10,protein_coding
NLRP11,protein_coding
NLRP12,protein_coding
NLRP13,protein_coding
NLRP14,protein_coding
NLRP2,protein_coding
NLRP3,protein_coding
NLRP4,protein_coding
NLRP5,protein_coding
NLRP6,protein_coding
NLRP7,protein_coding
NLRP8,protein_coding
NLRP9,protein_coding
NLRX1,protein_coding
NMB,protein_coding
NMBR,protein_coding
NMD3,protein_coding
NMD3P1,processed_pseudogene
NMD3P2,processed_pseudogene
NME1,protein_coding
NME1-NME2,protein_coding
NME2,protein_coding
NME2P1,processed_pseudogene
NME3,protein_coding
NME4,protein_coding
NME5,protein_coding
NME6,protein_coding
NME7,protein_coding
NMI,protein_coding
NMNAT1,protein_coding
NMNAT2,protein_coding
NMNAT3,protein_coding
NMRAL1,protein_coding
NMS,protein_coding
NMT1,protein_coding
NMT2,protein_coding
NMU,protein_coding
NMUR1,protein_coding
NMUR2,protein_coding
NNAT,protein_coding
NNMT,protein_coding
NNT,protein_coding
NOB1,protein_coding
NOBOX,protein_coding
NOC2L,protein_coding
NOC3L,protein_coding
NOC4L,protein_coding
NOD1,protein_coding
NOD2,protein_coding
NODAL,protein_coding
NOG,protein_coding
NOL10,protein_coding
NOL11,protein_coding
NOL12,protein_coding
NOL3,protein_coding
NOL4,protein_coding
NOL5BP,processed_pseudogene
NOL6,protein_coding
NOL7,protein_coding
NOL8,protein_coding
NOL9,protein_coding
NOLA2P1,processed_pseudogene
NOLC1,protein_coding
NOM1,protein_coding
NOMO1,protein_coding
NOMO2,protein_coding
NOMO3,protein_coding
NONO,protein_coding
NOP10,protein_coding
NOP14,protein_coding
NOP16,protein_coding
NOP2,protein_coding
NOP56,protein_coding
NOP58,protein_coding
NOS1,protein_coding
NOS1AP,protein_coding
NOS2,protein_coding
NOS3,protein_coding
NOSIP,protein_coding
NOSTRIN,protein_coding
NOTCH1,protein_coding
NOTCH2,protein_coding
NOTCH2NL,protein_coding
NOTCH3,protein_coding
NOTCH4,protein_coding
NOTO,protein_coding
NOTUM,protein_coding
NOV,protein_coding
NOVA1,protein_coding
NOVA2,protein_coding
NOX1,protein_coding
NOX3,protein_coding
NOX4,protein_coding
NOX5,processed_transcript
NOXA1,protein_coding
NOXO1,protein_coding
NPAS1,protein_coding
NPAS2,protein_coding
NPAS3,protein_coding
NPAS4,protein_coding
NPAT,protein_coding
NPB,protein_coding
NPBWR1,protein_coding
NPBWR2,protein_coding
NPC1,protein_coding
NPC1L1,protein_coding
NPC2,protein_coding
NPDC1,protein_coding
NPEPL1,protein_coding
NPEPPS,protein_coding
NPFF,protein_coding
NPFFR1,protein_coding
NPFFR2,protein_coding
NPHP1,protein_coding
NPHP3,protein_coding
NPHP4,protein_coding
NPHS1,protein_coding
NPHS2,protein_coding
NPIP,protein_coding
NPIPL1,protein_coding
NPIPL2,protein_coding
NPIPL3,protein_coding
NPIPP1,NA
NPL,protein_coding
NPLOC4,protein_coding
NPM1,protein_coding
NPM1P19,processed_pseudogene
NPM2,protein_coding
NPM3,protein_coding
NPNT,protein_coding
NPPA,protein_coding
NPPAAS,NA
NPPB,protein_coding
NPPC,protein_coding
NPR1,protein_coding
NPR2,protein_coding
NPR3,protein_coding
NPRL2,protein_coding
NPS,protein_coding
NPSR1,protein_coding
NPTN,protein_coding
NPTX1,protein_coding
NPTX2,protein_coding
NPTXR,protein_coding
NPVF,protein_coding
NPW,protein_coding
NPY,protein_coding
NPY1R,protein_coding
NPY2R,protein_coding
NPY5R,protein_coding
NPY6R,transcribed_processed_pseudogene
NQO1,protein_coding
NQO2,protein_coding
NR0B1,protein_coding
NR0B2,protein_coding
NR1D1,protein_coding
NR1D2,protein_coding
NR1H2,protein_coding
NR1H3,protein_coding
NR1H4,protein_coding
NR1H5P,unitary_pseudogene
NR1I2,protein_coding
NR1I3,protein_coding
NR2C1,protein_coding
NR2C2,protein_coding
NR2C2AP,protein_coding
NR2E1,protein_coding
NR2E3,NA
NR2F1,protein_coding
NR2F2,protein_coding
NR2F6,protein_coding
NR3C1,protein_coding
NR3C2,protein_coding
NR4A1,protein_coding
NR4A2,protein_coding
NR4A3,protein_coding
NR5A1,protein_coding
NR5A2,protein_coding
NR6A1,protein_coding
NRADDP,transcribed_unitary_pseudogene
NRAP,protein_coding
NRARP,protein_coding
NRAS,protein_coding
NRBF2,protein_coding
NRBP1,protein_coding
NRBP2,protein_coding
NRCAM,protein_coding
NRD1,protein_coding
NRF1,protein_coding
NRG1,protein_coding
NRG2,protein_coding
NRG3,protein_coding
NRG4,protein_coding
NRGN,protein_coding
NRIP1,protein_coding
NRIP2,protein_coding
NRIP3,protein_coding
NRK,protein_coding
NRL,protein_coding
NRM,protein_coding
NRN1,protein_coding
NRN1L,protein_coding
NRON,misc_RNA
NRP1,protein_coding
NRP2,protein_coding
NRSN1,protein_coding
NRSN2,protein_coding
NRTN,protein_coding
NRXN1,protein_coding
NRXN2,protein_coding
NRXN3,protein_coding
NSA2,protein_coding
NSD1,protein_coding
NSDHL,protein_coding
NSF,protein_coding
NSFL1C,protein_coding
NSG1,protein_coding
NSL1,protein_coding
NSMAF,protein_coding
NSMCE1,protein_coding
NSMCE2,protein_coding
NSMCE4A,protein_coding
NSUN2,protein_coding
NSUN3,protein_coding
NSUN4,protein_coding
NSUN5,protein_coding
NSUN5P1,transcribed_unprocessed_pseudogene
NSUN5P2,transcribed_unprocessed_pseudogene
NSUN6,protein_coding
NSUN7,protein_coding
NT5C,protein_coding
NT5C1A,protein_coding
NT5C1B,protein_coding
NT5C2,protein_coding
NT5C3,protein_coding
NT5C3L,protein_coding
NT5DC1,protein_coding
NT5DC2,protein_coding
NT5DC3,protein_coding
NT5DC4,protein_coding
NT5E,protein_coding
NT5M,protein_coding
NTAN1,protein_coding
NTF3,protein_coding
NTF4,NA
NTF6B,NA
NTHL1,protein_coding
NTM,protein_coding
NTN1,protein_coding
NTN3,protein_coding
NTN4,protein_coding
NTN5,protein_coding
NTNG1,protein_coding
NTNG2,protein_coding
NTRK1,protein_coding
NTRK2,protein_coding
NTRK3,protein_coding
NTS,protein_coding
NTSR1,protein_coding
NTSR2,protein_coding
NUAK1,protein_coding
NUAK2,protein_coding
NUB1,protein_coding
NUBP1,protein_coding
NUBP2,protein_coding
NUBPL,protein_coding
NUCB1,protein_coding
NUCB2,protein_coding
NUCKS1,protein_coding
NUDC,protein_coding
NUDCD1,protein_coding
NUDCD2,protein_coding
NUDCD3,protein_coding
NUDT1,protein_coding
NUDT10,protein_coding
NUDT11,protein_coding
NUDT12,protein_coding
NUDT13,protein_coding
NUDT14,protein_coding
NUDT15,protein_coding
NUDT16,protein_coding
NUDT16L1,protein_coding
NUDT16P,transcribed_unitary_pseudogene
NUDT17,protein_coding
NUDT18,NA
NUDT19,protein_coding
NUDT2,protein_coding
NUDT21,protein_coding
NUDT22,protein_coding
NUDT3,NA
NUDT4,protein_coding
NUDT5,protein_coding
NUDT6,protein_coding
NUDT7,protein_coding
NUDT8,protein_coding
NUDT9,protein_coding
NUF2,protein_coding
NUFIP1,protein_coding
NUFIP2,protein_coding
NUMA1,protein_coding
NUMB,protein_coding
NUMBL,protein_coding
NUP107,protein_coding
NUP133,protein_coding
NUP153,protein_coding
NUP155,protein_coding
NUP160,protein_coding
NUP188,protein_coding
NUP205,protein_coding
NUP210,protein_coding
NUP210L,protein_coding
NUP214,protein_coding
NUP35,protein_coding
NUP37,protein_coding
NUP43,protein_coding
NUP50,protein_coding
NUP54,protein_coding
NUP62,protein_coding
NUP62CL,protein_coding
NUP85,protein_coding
NUP88,protein_coding
NUP93,protein_coding
NUP98,protein_coding
NUPL1,protein_coding
NUPL2,protein_coding
NUPR1,protein_coding
NUS1,protein_coding
NUS1P1,processed_pseudogene
NUS1P2,processed_pseudogene
NUS1P3,processed_pseudogene
NUS1P4,processed_pseudogene
NUSAP1,protein_coding
NUTF2,protein_coding
NVL,protein_coding
NWD1,protein_coding
NXF1,protein_coding
NXF2,NA
NXF2B,NA
NXF3,protein_coding
NXF4,transcribed_unprocessed_pseudogene
NXF5,protein_coding
NXN,protein_coding
NXNL1,protein_coding
NXNL2,protein_coding
NXPH1,protein_coding
NXPH2,protein_coding
NXPH3,protein_coding
NXPH4,protein_coding
NXT1,protein_coding
NXT2,protein_coding
NYNRIN,protein_coding
NYX,protein_coding
OAF,protein_coding
OAS1,protein_coding
OAS2,protein_coding
OAS3,protein_coding
OASL,protein_coding
OAT,protein_coding
OAZ1,protein_coding
OAZ2,protein_coding
OAZ3,protein_coding
OBFC1,protein_coding
OBFC2A,protein_coding
OBFC2B,protein_coding
OBP2A,protein_coding
OBP2B,protein_coding
OBSCN,protein_coding
OBSL1,protein_coding
OC90,protein_coding
OCA2,protein_coding
OCEL1,protein_coding
OCIAD1,protein_coding
OCIAD2,protein_coding
OCLN,protein_coding
OCM,protein_coding
OCM2,protein_coding
OCRL,protein_coding
ODAM,protein_coding
ODC1,protein_coding
ODF1,protein_coding
ODF2,protein_coding
ODF2L,protein_coding
ODF3,protein_coding
ODF3B,protein_coding
ODF3L1,protein_coding
ODF3L2,protein_coding
ODF4,protein_coding
ODZ1,protein_coding
ODZ2,protein_coding
ODZ3,protein_coding
ODZ4,protein_coding
OFCC1,transcribed_unitary_pseudogene
OFD1,protein_coding
OFD1P10Y,unprocessed_pseudogene
OFD1P11Y,unprocessed_pseudogene
OFD1P12Y,unprocessed_pseudogene
OFD1P13Y,unprocessed_pseudogene
OFD1P15Y,unprocessed_pseudogene
OFD1P17,processed_pseudogene
OFD1P18Y,unprocessed_pseudogene
OFD1P19Y,unprocessed_pseudogene
OFD1P1Y,unprocessed_pseudogene
OFD1P2Y,unprocessed_pseudogene
OFD1P4Y,unprocessed_pseudogene
OFD1P5Y,unprocessed_pseudogene
OFD1P6Y,transcribed_unprocessed_pseudogene
OFD1P8Y,unprocessed_pseudogene
OFD1P9Y,unprocessed_pseudogene
OFDYP6,unprocessed_pseudogene
OGDH,protein_coding
OGDHL,protein_coding
OGFOD1,protein_coding
OGFOD2,protein_coding
OGFR,protein_coding
OGFRL1,protein_coding
OGG1,protein_coding
OGN,protein_coding
OGT,protein_coding
OIP5,protein_coding
OIT3,protein_coding
OLA1,protein_coding
OLAH,protein_coding
OLFM1,protein_coding
OLFM2,protein_coding
OLFM3,protein_coding
OLFM4,protein_coding
OLFML1,protein_coding
OLFML2A,protein_coding
OLFML2B,protein_coding
OLFML3,protein_coding
OLIG1,protein_coding
OLIG2,protein_coding
OLIG3,protein_coding
OLR1,protein_coding
OMA1,protein_coding
OMD,protein_coding
OMG,protein_coding
ONECUT1,protein_coding
ONECUT2,protein_coding
ONECUT3,protein_coding
OOEP,protein_coding
OPA1,protein_coding
OPA3,protein_coding
OPALIN,protein_coding
OPCML,protein_coding
OPHN1,protein_coding
OPLAH,protein_coding
OPN1LW,protein_coding
OPN1MW,NA
OPN1MW2,protein_coding
OPN1SW,protein_coding
OPN3,protein_coding
OPN4,protein_coding
OPN5,protein_coding
OPRD1,protein_coding
OPRK1,protein_coding
OPRL1,protein_coding
OPRM1,protein_coding
OPTC,protein_coding
OPTN,protein_coding
OR10A2,protein_coding
OR10A3,protein_coding
OR10A4,protein_coding
OR10A5,protein_coding
OR10A6,NA
OR10A7,protein_coding
OR10AA1P,unprocessed_pseudogene
OR10AB1P,transcribed_unprocessed_pseudogene
OR10AC1P,polymorphic_pseudogene
OR10AD1,protein_coding
OR10AG1,protein_coding
OR10C1,protein_coding
OR10D1P,unprocessed_pseudogene
OR10D3,protein_coding
OR10D4P,unprocessed_pseudogene
OR10D5P,unprocessed_pseudogene
OR10G2,NA
OR10G3,protein_coding
OR10G4,protein_coding
OR10G6,protein_coding
OR10G7,protein_coding
OR10G9,protein_coding
OR10H1,protein_coding
OR10H2,protein_coding
OR10H3,protein_coding
OR10H4,protein_coding
OR10H5,protein_coding
OR10J1,protein_coding
OR10J2P,unprocessed_pseudogene
OR10J3,polymorphic_pseudogene
OR10J5,protein_coding
OR10J6P,unprocessed_pseudogene
OR10J7P,unitary_pseudogene
OR10J8P,unprocessed_pseudogene
OR10J9P,unprocessed_pseudogene
OR10K1,protein_coding
OR10K2,protein_coding
OR10N1P,transcribed_unprocessed_pseudogene
OR10P1,protein_coding
OR10Q1,protein_coding
OR10R1P,unprocessed_pseudogene
OR10R2,protein_coding
OR10R3P,unprocessed_pseudogene
OR10S1,protein_coding
OR10T1P,unprocessed_pseudogene
OR10T2,protein_coding
OR10U1P,unprocessed_pseudogene
OR10V1,protein_coding
OR10W1,protein_coding
OR10X1,NA
OR10Z1,protein_coding
OR11A1,protein_coding
OR11G2,protein_coding
OR11H1,protein_coding
OR11H12,unprocessed_pseudogene
OR11H2,NA
OR11H4,protein_coding
OR11H6,protein_coding
OR11I1P,unitary_pseudogene
OR11L1,protein_coding
OR11M1P,unitary_pseudogene
OR11N1P,unprocessed_pseudogene
OR11Q1P,unprocessed_pseudogene
OR12D1P,unprocessed_pseudogene;polymorphic_pseudogene
OR12D2,protein_coding
OR12D3,protein_coding;processed_transcript
OR13A1,NA
OR13C2,NA
OR13C3,protein_coding
OR13C4,protein_coding
OR13C5,NA
OR13C8,protein_coding
OR13C9,protein_coding
OR13D1,protein_coding
OR13E1P,unitary_pseudogene
OR13F1,protein_coding
OR13G1,protein_coding
OR13H1,protein_coding
OR13J1,protein_coding
OR13Z1P,unitary_pseudogene
OR14A16,protein_coding
OR14A2,protein_coding
OR14C36,protein_coding
OR14I1,protein_coding
OR14J1,protein_coding
OR14K1,protein_coding
OR14L1P,transcribed_unprocessed_pseudogene
OR1A1,protein_coding
OR1A2,protein_coding
OR1AA1P,unprocessed_pseudogene
OR1B1,NA
OR1C1,protein_coding
OR1D2,protein_coding
OR1D5,NA
OR1E1,protein_coding
OR1E2,protein_coding
OR1F1,protein_coding
OR1F12P,unprocessed_pseudogene
OR1F2P,unprocessed_pseudogene
OR1G1,protein_coding
OR1H1P,unprocessed_pseudogene
OR1I1,protein_coding
OR1J1,protein_coding
OR1J2,protein_coding
OR1J4,protein_coding
OR1K1,protein_coding
OR1L1,protein_coding
OR1L3,protein_coding
OR1L4,protein_coding
OR1L6,protein_coding
OR1L8,protein_coding
OR1M1,protein_coding
OR1N1,protein_coding
OR1N2,protein_coding
OR1Q1,protein_coding
OR1S1,NA
OR1S2,protein_coding
OR1X5P,unprocessed_pseudogene
OR2A1,protein_coding
OR2A12,protein_coding
OR2A13P,NA
OR2A14,protein_coding
OR2A15P,unprocessed_pseudogene
OR2A2,protein_coding
OR2A20P,transcribed_unprocessed_pseudogene
OR2A25,protein_coding
OR2A3P,transcribed_unprocessed_pseudogene
OR2A4,protein_coding
OR2A41P,unprocessed_pseudogene
OR2A42,protein_coding
OR2A5,protein_coding
OR2A7,protein_coding
OR2A9P,transcribed_unprocessed_pseudogene
OR2AD1P,unprocessed_pseudogene
OR2AE1,protein_coding
OR2AG1,NA
OR2AG2,protein_coding
OR2AH1P,transcribed_unprocessed_pseudogene
OR2AI1P,unprocessed_pseudogene
OR2AJ1,protein_coding
OR2AK2,protein_coding
OR2AO1P,unprocessed_pseudogene
OR2AP1,protein_coding
OR2AQ1P,unprocessed_pseudogene
OR2AT2P,transcribed_unitary_pseudogene
OR2AT4,protein_coding
OR2B11,protein_coding
OR2B2,protein_coding
OR2B3,protein_coding
OR2B4P,transcribed_unprocessed_pseudogene;unprocessed_pseudogene
OR2B7P,unprocessed_pseudogene
OR2B8P,unprocessed_pseudogene
OR2C1,protein_coding
OR2C3,protein_coding
OR2D2,protein_coding
OR2D3,protein_coding
OR2E1P,unprocessed_pseudogene
OR2F1,protein_coding
OR2F2,protein_coding
OR2G1P,unprocessed_pseudogene
OR2G2,protein_coding
OR2G3,protein_coding
OR2G6,protein_coding
OR2H1,protein_coding
OR2H2,protein_coding
OR2H4P,unprocessed_pseudogene;transcribed_unprocessed_pseudogene
OR2H5P,unprocessed_pseudogene
OR2I1P,unprocessed_pseudogene;protein_coding
OR2J1,protein_coding;unprocessed_pseudogene
OR2J2,protein_coding
OR2J3,protein_coding
OR2J4P,unprocessed_pseudogene
OR2K2,protein_coding
OR2L13,protein_coding
OR2L1P,transcribed_unprocessed_pseudogene
OR2L2,protein_coding
OR2L3,protein_coding
OR2L5,protein_coding
OR2L8,NA
OR2M1P,unprocessed_pseudogene
OR2M2,protein_coding
OR2M3,protein_coding
OR2M4,protein_coding
OR2M5,protein_coding
OR2M7,protein_coding
OR2N1P,transcribed_unprocessed_pseudogene;unprocessed_pseudogene
OR2P1P,unprocessed_pseudogene
OR2Q1P,NA
OR2R1P,unitary_pseudogene
OR2S2,NA
OR2T1,protein_coding
OR2T10,protein_coding
OR2T11,NA
OR2T12,protein_coding
OR2T2,protein_coding
OR2T27,protein_coding
OR2T29,protein_coding
OR2T3,protein_coding
OR2T33,protein_coding
OR2T34,protein_coding
OR2T35,protein_coding
OR2T4,protein_coding
OR2T5,protein_coding
OR2T6,protein_coding
OR2T8,protein_coding
OR2U1P,unprocessed_pseudogene
OR2U2P,unprocessed_pseudogene
OR2V1,protein_coding
OR2V2,protein_coding
OR2W1,protein_coding
OR2W2P,unprocessed_pseudogene
OR2W3,protein_coding
OR2W5,transcribed_unprocessed_pseudogene
OR2W6P,unprocessed_pseudogene
OR2Y1,protein_coding
OR2Z1,protein_coding
OR3A1,protein_coding
OR3A2,protein_coding
OR3A3,protein_coding
OR3A4,transcribed_unprocessed_pseudogene
OR3B1P,unprocessed_pseudogene
OR4A15,protein_coding
OR4A16,protein_coding
OR4A47,protein_coding
OR4A5,protein_coding
OR4A8P,polymorphic_pseudogene
OR4B1,protein_coding
OR4C10P,unprocessed_pseudogene
OR4C11,protein_coding
OR4C12,protein_coding
OR4C13,NA
OR4C15,protein_coding
OR4C16,NA
OR4C1P,unprocessed_pseudogene
OR4C2P,unprocessed_pseudogene
OR4C3,protein_coding
OR4C45,unprocessed_pseudogene
OR4C46,protein_coding
OR4C5,protein_coding
OR4C50P,unprocessed_pseudogene
OR4C6,protein_coding
OR4D1,protein_coding
